LeagueIndex,Age,HoursPerWeek,TotalHours,APM,SelectByHotkeys,AssignToHotkeys,UniqueHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,UniqueUnitsMade,ComplexUnitsMade,ComplexAbilitiesUsed
2,22,12,548,104.1408,0.003340156,0.000383763,1,2.84E-05,0.000838592,0.003667065,41.3385,61.9845,4.4341,16,0.0012792,4,0,0
2,23,10,400,121.818,0.004400671,0.000628667,3,0,7.86E-05,0.003772003,34.3497,57.2778,5.0139,15,0.00065486,6,0,7.86E-05
2,20,20,650,102.7356,0.003450528,0.000211797,5,3.53E-05,0.000467719,0.003679975,38.4519,52.0384,4.2374,30,0.00069717,9,4.41E-05,0.0001412
2,22,14,400,125.4498,0.001619665,0.000326655,3,0.000122496,0.000231381,0.004518728,26.6224,42.9398,4.8554,14,0.00059887,5,0,0.0003811
2,19,28,540,194.3676,0.01297993,0.000454479,4,0,0.000581734,0.003926702,37.0605,54.9444,6.4167,19,0.0017634,7,0,1.82E-05
2,17,6,200,83.7276,0.000847349,0.00020784,1,3.20E-05,0.000591546,0.003741127,45.3562,58.9573,4.0299,18,0.00071945,7,0,0.00011191
2,20,12,900,163.0764,0.005474291,0.000731383,4,2.22E-05,0.000243794,0.003989362,34.3687,41.3778,5.5222,19,0.0011746,5,0,0
2,18,24,500,131.898,0.008641428,0.000348189,4,0,0.000981261,0.001835908,25.4035,85.5172,8.8621,10,0.00085465,4,0,0
2,25,4,100,94.1214,0.00140665,0.000429302,8,0.000109609,0.000337961,0.003562295,33.2853,57.1179,4.4744,21,0.00055718,5,0,1.83E-05
2,23,4,415,59.181,0.00163768,0.000545893,4,7.66E-05,0.000239427,0.002537925,62.5909,84.4528,3.883,24,0.00083321,8,0,0
2,18,30,550,153.924,0.001513186,0.00021617,2,0,0.000468367,0.002233751,15.6721,51.5484,12.0968,5,0.0010448,5,0,3.60E-05
2,26,10,500,154.9242,0.0074716,0.000557384,8,0.000212337,0.000424674,0.00379552,30.4702,54.5594,6.0699,26,0.0019508,7,0.000145982,5.31E-05
2,20,10,120,160.6464,0.003430344,0.000633631,7,0,9.47E-05,0.005535163,28.3636,37.7947,4.7671,29,0.0027676,10,8.74E-05,0.00010196
2,22,24,300,111.3066,0.004308975,0.000476569,2,0,0.000138999,0.002462272,55.8699,57.4194,6.8548,14,0.00059571,5,0,0
2,18,2,400,73.7772,0.000248534,4.97E-05,2,0,2.49E-05,0.002783577,57.009,60.1071,5.0089,14,0.00082016,3,0,0
2,24,4,200,122.8368,0.00393015,0.000456747,4,0.000223063,0.000308039,0.004259432,40.19,54.2943,4.6484,35,0.0013596,9,0.000265551,0.00083914
2,22,2,500,87.2328,0.003187872,0.000396713,1,0,9.92E-05,0.003471238,53.9836,63.4612,3.902,20,0.00083593,6,0,0.00022669
2,26,20,600,66.0696,0.001490313,0.000465723,5,7.45E-05,5.59E-05,0.002608048,23.5683,79.4857,4.3214,14,0.00087556,4,0,0
2,17,4,600,109.8078,0.00207747,0.000284814,4,0.000670152,0.000552875,0.003116204,35.0703,62.6667,5.8871,23,0.001089,6,0,0
2,22,12,500,143.2086,0.00563934,0.000596159,5,0.000145012,0.000692833,0.003931426,28.3457,56.4918,5.3893,18,0.00090229,7,0,0.00020946
2,23,28,1500,141.1818,0.002802339,0.000301976,4,4.83E-05,0.000930087,0.004203508,43.7003,48.5057,5.7414,35,0.0013287,8,0.00025366,0.00093009
2,24,20,1150,184.2192,0.008679603,0.0008165,5,2.74E-05,0.00045971,0.004068778,28.6689,47.3727,6.253,31,0.00078219,8,0.000226424,0.00024701
2,22,12,600,141.018,0.003095514,0.00042092,4,8.77E-06,0.000999684,0.003113052,22.5537,54.1296,7.8845,31,0.00083307,10,0.000113999,0.00021923
2,21,42,1500,126.4566,0.003439553,0.000266288,5,1.11E-05,0.000221907,0.004271703,30.5521,54.0987,4.7688,27,0.0010097,5,0,0
2,26,6,200,97.2954,0.000705279,0.000224407,4,0.000203035,0.000320581,0.003686685,31.7674,53.8203,4.7855,21,0.00052362,5,0,0
2,19,16,600,92.364,0.002008224,0.000334704,8,0.000119537,0.000621593,0.003657837,36.8918,70.7843,4.3856,35,0.0016138,9,5.98E-05,0.00022712
2,24,2,800,107.4966,0.002305428,0.000443063,5,0.000105134,0.000195248,0.003191553,25.8679,50.9835,5.5741,27,0.0006308,6,0.000307891,0.00026283
2,17,10,350,151.65,0.004145681,0.00057018,4,2.38E-05,0.000213817,0.004145681,44.2989,45.2149,5.6246,19,0.0023045,7,0.000142545,3.56E-05
2,34,10,2400,96.9942,0.004081391,0.000473205,5,0.000768958,0.000975985,0.002883592,25.7938,73.0667,5.0462,17,0.00094641,8,0.000147877,0.00016266
2,22,6,450,69.2034,0.000624958,6.76E-05,0,3.94E-05,8.45E-05,0.003130419,69.4486,80.964,4.054,31,0.00059118,5,0,0
2,20,2,250,117.7332,0.004347193,0.00060715,1,9.71E-05,8.50E-05,0.003266466,28.1045,54.9145,5.5093,18,0.00102,7,0,0.00013357
2,24,8,800,180.282,0.008314184,0.000616252,6,4.18E-05,0.000856486,0.002611239,30.8755,60.24,10.36,22,0.0014101,8,0.000240234,0.00060581
2,23,6,150,133.5432,0.002782931,0.000354687,6,0.000190986,0.000463822,0.003696933,33.0074,60.4871,5.9557,21,0.0013915,7,0,0
2,24,4,750,107.8302,0.001319742,0.000159279,3,0,0.000136525,0.002958041,47.4109,76.5231,6.6154,14,0.0014563,5,0,0
2,22,8,500,102.7062,0.007443395,0.000334284,2,8.91E-05,0.000378855,0.00365484,47.7301,61.4634,3.2927,16,0.00073543,6,0,2.23E-05
2,19,14,1000,144.6822,0.005275382,0.000309666,5,6.64E-05,0.000165893,0.004888299,34.1769,42.6516,4.2873,22,0.002046,6,0,0
2,18,42,730,67.0164,0.001887077,4.53E-05,0,0,1.51E-05,0.003789251,55.632,70.2311,2.8247,25,0.00063406,6,0,0.00024155
2,23,10,600,125.3988,0.00458907,0.000495411,5,0.000169483,0.000580152,0.003559136,46.9725,60.8352,5.7198,43,0.00083438,10,0.00018252,0.00044978
2,27,12,80,76.35,0.001407182,0.000281437,0,8.44E-05,0.000562873,0.002307779,42.9136,79.9512,5.6463,9,0.0010132,4,0,0
2,21,10,730,85.9692,0.006196455,0.000134706,2,5.39E-05,0.000390646,0.003044345,42.6489,88.354,3.3097,18,0.00067353,6,5.39E-05,8.08E-05
2,16,10,800,98.7642,0.003834076,0.000474695,5,0.000164318,0.000237348,0.003067261,40.7186,71.2619,4.8631,21,0.0010589,5,0,0
2,25,8,100,105.6042,0.003459368,0.000476225,3,0,0.000188693,0.002515904,49.4624,66.4714,6.5857,24,0.0011501,6,8.99E-05,0.00010782
2,16,8,300,86.0814,0.002681117,0.000356402,3,4.05E-05,0.000364502,0.003337221,32.9051,63.5534,4.1432,30,0.0005184,10,8.10E-05,0.0001053
2,22,6,400,88.8246,0.000844291,0.000107782,2,0,0.000341309,0.003098728,45.1512,63.4435,5.1913,20,0.00047604,8,0,5.39E-05
2,26,6,200,114.522,0.002103031,0.000338918,5,0.000130353,0.001555548,0.003423943,35.084,63.797,5.8274,24,0.001121,9,0.000225946,0.00048665
2,16,8,190,105.4776,0.001704075,0.000188296,1,3.77E-05,0.000329517,0.003700008,34.2959,59.1349,4.9924,20,0.00068728,6,0,0
2,19,28,2400,150.5922,0.005743652,0.00085651,2,0.000403063,0.000957275,0.003325272,25.5198,65.3333,7.7394,22,0.0012193,8,8.06E-05,0
2,17,28,400,174.5022,0.016882329,0.000438064,6,0.000151638,0.000168486,0.002881116,37.8118,60.8889,5.4854,12,0.0010109,4,0,0
2,16,50,50,87.1218,0.003548239,0.000517152,4,0,0.00040223,0.003476412,45.8755,67.438,3.7231,22,0.00079009,6,0,0.00025858
2,27,4,400,96.4746,0.002328146,0.000490136,2,9.19E-05,0.00061267,0.00300821,48.3347,65.9552,5.6802,42,0.0011886,11,0.000159294,0.00042274
2,21,16,300,116.784,0.002995195,8.69E-05,5,0,0.000561105,0.003619523,39.6149,61.4672,5.0349,23,0.00059272,7,0.000165961,3.95E-05
2,16,28,500,144.5394,0.006255604,0.000630464,9,4.20E-05,0.000350258,0.004679444,34.7106,45.1976,4.6826,29,0.00098072,11,0.000210155,0.00030122
2,22,8,1000,97.6944,0.003016738,0.000403159,6,8.34E-05,0.000417061,0.00468498,29.5476,53.9585,3.4214,21,0.0013068,7,0,0.00018073
2,17,24,300,104.2818,0.002010876,0.000580605,1,1.42E-05,0.000198255,0.003426985,30.2573,61.2066,5.1653,19,0.0012887,7,0.000184094,2.83E-05
2,26,10,250,140.8314,0.01553658,0.000265259,6,0.000113682,0.000113682,0.00258943,46.8235,82.1463,4.3951,17,0.00089683,6,0,0
2,29,2,150,96.933,0.002122406,0.000346798,8,0.000138719,8.32E-05,0.003967373,43.5088,53.3427,4.1364,31,0.00061037,8,0,9.71E-05
2,18,10,600,58.947,9.81E-05,5.88E-05,0,0,0.00017654,0.002000785,64.5545,85.4902,5.6765,14,0.00068654,4,0,1.96E-05
2,22,14,120,125.028,0.002007993,0.00043652,2,1.94E-05,9.70E-05,0.003744374,33.8182,64.228,6.013,27,0.0012223,7,0.000281313,0.0014648
2,22,6,600,143.718,0.00142155,0.000313223,4,0.000200784,0.000634477,0.005437227,21.5976,35.0192,4.4298,43,0.00089148,6,0,7.23E-05
2,28,8,750,179.0754,0.00294776,0.000583247,4,0.000110344,0.00092216,0.004839371,30.7276,39.355,6.2541,29,0.0013478,7,0,0
2,18,28,800,84.1578,0.002368246,0.0006004,4,0,0,0.00278519,48.8675,77.7485,4.9042,15,0.00086724,6,5.00E-05,0.00010007
2,25,4,110,66.3702,0.00308642,0.000518956,5,0,0.000273135,0.002430897,59.7727,82.1124,3.9438,14,0.00092866,5,0,0.00016388
2,20,6,150,137.5104,0.005594246,0.000513757,5,5.71E-05,0.000228337,0.003425049,39.4958,56.6,5.8917,15,0.00097043,5,0,0
2,24,12,1500,53.0424,0.000266136,0.000210108,6,1.40E-05,1.40E-05,0.003361721,30.5439,73.5667,3.9667,13,0.00054628,7,8.40E-05,8.40E-05
2,16,28,1000,247.8714,0.018452108,0.000457806,2,1.27E-05,0.000178036,0.004628923,28.3196,39.8022,6.1538,36,0.0013225,7,0,0
2,23,24,30,91.8564,0.002074142,0.000395075,5,0.000148153,0.00034569,0.002930138,40.5424,69.7079,5.2416,17,0.0010206,5,0,1.65E-05
2,23,2,150,133.3014,0.001923406,0.000341939,2,0,0.000227959,0.0036331,23.1181,49.051,6.0275,21,0.00095458,6,0,0
2,25,4,180,107.4084,0.001604398,0.000388326,8,0,0.000398545,0.00396501,30.5633,51.4124,4.8144,22,0.0011445,8,7.15E-05,0.00012263
2,18,42,550,97.5108,0.002697888,0.000292695,5,1.27E-05,0.000139985,0.003983202,33.9487,54.4153,3.9968,28,0.00089081,5,0,0
2,20,8,700,111.2382,0.00334814,0.000447524,1,0.000265199,0.000248624,0.002585693,42.3742,70.9487,7.3974,19,0.0022542,6,0.000182325,6.63E-05
2,21,8,100,116.3022,0.004153501,0.000331261,0,2.55E-05,0.000305779,0.004535725,57.5593,46.4719,3.7079,26,0.0019111,5,0,0
2,18,28,711,145.8528,0.003723166,0.000290698,6,5.59E-05,0.000279517,0.003644902,23.9138,42.2822,6.2393,18,0.00087209,5,0,5.59E-05
2,21,28,960,215.6448,0.015267072,0.000529259,5,0,2.71E-05,0.005998263,22.6274,33.0226,4.0939,34,0.00044105,7,0.000108566,0.00014249
2,24,16,1163,119.6022,0.002316021,0.000427859,3,0.000195327,0.000120917,0.003739118,21.4264,48.806,5.5025,27,0.00079991,7,5.58E-05,5.58E-05
2,20,10,700,99.3978,0.002576867,0.000449581,4,6.58E-05,3.29E-05,0.003508926,57.5423,62.8125,4.9344,20,0.0011623,6,0.000328962,0.00033993
2,23,4,350,107.3514,0.002470668,0.000248195,9,4.51E-05,0.00071074,0.003576264,31.2785,67.8233,5.3028,25,0.0013312,9,0,0
2,18,24,700,91.3014,0.004055748,0.00038714,3,0.000202787,0.000525404,0.003502692,31.3245,59.3263,4.1132,22,0.00086646,7,0.000267311,0.00077428
2,19,10,200,104.9094,0.003541077,0.000640304,4,2.91E-05,0.000320152,0.003919438,46.0943,64.505,4.2723,14,0.0006112,5,0.000591796,6.79E-05
2,21,24,550,124.6182,0.002907499,0.000561293,4,6.74E-05,0.000583745,0.003412663,24.3696,55.5395,5.9704,20,0.00098788,6,0,1.12E-05
2,34,14,1000,76.0746,0.002270646,9.16E-05,1,0.000265519,0.000137338,0.002032595,58.6968,97.9459,6.2838,26,0.001529,8,0,9.16E-06
2,18,6,200,144.675,0.002782646,0.000315162,9,0.000115303,0.00036897,0.005811272,28.196,42.4286,3.9802,26,0.00080712,4,0,0
2,18,28,1000,149.7672,0.007738596,0.000804814,3,0.000371453,0.000111436,0.003429746,36.5507,53.6318,6.0505,29,0.00078005,6,0.000160963,0.00045812
2,17,2,200,204.876,0.014143953,0.000499388,7,5.64E-05,0.000273858,0.004115922,44.1882,46.6145,6.0215,45,0.00086185,7,0.000289967,0.00048328
2,24,16,250,111.4068,0.002630646,0.000458146,8,0.000147789,0.00013301,0.003872074,36.8429,55.2672,4.7214,17,0.0010936,5,0,0
2,21,10,250,95.2212,0.004504505,0.000395132,10,1.98E-05,9.88E-05,0.004020468,43.3892,57.5135,3.3563,27,0.00066185,5,0,0
2,18,10,730,135.7326,0.006982667,0.000575043,7,0.000112955,0.000195104,0.003789124,20.4239,50.3089,5.0027,22,0.0012117,9,0.00022591,0.00055451
2,29,8,365,85.7166,0.002514045,0.000407303,5,8.43E-05,0.000337079,0.004241573,35.2558,55.2185,3.2649,27,0.0010253,8,0,0.00016854
2,24,10,330,126.6186,0.001477858,0.000484126,8,0.000114661,0.000458646,0.00500688,29.2245,50.4936,4.4707,25,0.0011084,7,0,1.27E-05
2,18,20,980,156.0378,0.004852598,0.001240514,9,9.12E-05,0.000200671,0.00339317,35.027,54.2796,7.2473,21,0.0010398,6,0,0.00031013
2,22,40,500,73.8462,0.001088948,0.000162833,5,8.14E-05,0.000213719,0.003633218,31.2809,59.2381,3.6583,26,0.0011195,6,0,4.07E-05
2,20,10,1000,60.6252,0.001974484,0.0003505,5,0.000186933,7.01E-05,0.0032947,52.0285,68.0426,3.195,23,0.00092298,5,0,0
2,25,2,300,144.3894,0.008887481,0.000350163,3,6.67E-05,0.000133396,0.003168145,25.9894,63.7895,6.1421,15,0.0025178,6,0.000200093,5.00E-05
2,28,14,730,104.4084,0.004206481,0.000519319,5,5.19E-05,0.000675114,0.002752389,63.2381,69.8113,5.5189,19,0.00090881,4,0,0
2,21,4,400,121.992,0.005462168,0.000433345,10,0.000403112,0.000675213,0.003315596,38.9756,54.541,5.3191,21,0.00085661,6,0,0.00026202
2,17,10,650,138.5094,0.006144818,0.000403328,4,0.000150259,0.000173985,0.003788118,34.5272,52.977,5.2359,41,0.00087783,6,0,0.00030052
2,19,6,50,88.1628,0.001505596,0.000189681,1,1.19E-05,0.000343797,0.002702959,51.8062,81.2632,5.5132,15,0.0011737,6,8.30E-05,7.11E-05
2,21,12,600,216.4152,0.018708054,0.00057047,5,0.000100671,0.000536913,0.005167785,37.9935,43.7532,4.013,32,0.0011242,6,0,0
2,17,12,750,96.0354,0.001318042,0.000256761,4,5.14E-05,0.000427936,0.004142417,33.0788,49.6198,4.1074,18,0.0010442,6,0,0.00018829
2,22,8,1800,149.0958,0.002996605,0.00012125,4,0,0,0.005196425,47.9933,39.48,4.4583,30,0.0010306,10,0,0
2,27,10,700,76.8456,0.001645855,0.000361026,7,0,0.000169895,0.003344801,47.4777,69.1302,4.0349,25,0.00099813,9,0.000180513,0.00032917
2,32,2,300,38.2104,0.000915704,0.000152617,5,3.82E-05,6.36E-05,0.001678791,73.5573,123.4848,3.3182,14,0.00059775,6,1.27E-05,0
2,19,6,150,130.0584,0.006263101,0.000447968,2,0,8.45E-06,0.004420515,45.3487,57.8126,4.2696,26,0.00096355,7,0.00015214,5.07E-05
2,21,4,500,86.7318,0.00327441,0.000553942,6,0,1.23E-05,0.003422128,30.296,63.554,4.0072,28,0.00078783,5,0,0
2,28,8,312,131.097,0.00270252,0.000253361,5,1.69E-05,0.001317479,0.003648402,36.986,44.9074,5.8843,17,0.0018411,7,0,3.38E-05
2,20,8,300,123.3264,0.005695953,0.000621915,6,0,0.000138203,0.003385982,25.1462,66.2974,5.2974,25,0.00054294,6,5.92E-05,6.91E-05
2,23,20,100,83.9658,0.002672697,0.000376919,3,0,0.000171327,0.002912555,44.0476,78.0706,4.6118,10,0.00071957,3,0,0
2,18,8,350,139.0494,0.008611799,0.000257838,3,7.74E-05,7.74E-05,0.003532385,44.6471,65.4015,4.708,23,0.00090243,5,0,0
2,25,20,200,78.3246,0.001359073,0.000307528,6,6.94E-05,0.000228166,0.003462164,49.1954,63.9542,3.9971,20,0.0006845,11,0.000257926,0.00015872
2,20,10,730,110.9574,0.003562005,0.000494723,3,0,0.000362797,0.004859279,42.4399,50.6606,3.7149,31,0.0010444,10,0.000175902,0.00026385
2,34,96,400,56.8584,5.88E-05,2.94E-05,1,2.94E-05,0.000264768,0.001529772,47.6078,129.8462,6.9038,11,0.00076489,5,0,0
2,21,8,100,121.6992,0.002955989,0.000240858,8,5.47E-05,0.000208014,0.003689512,35.5833,57.9585,5.4154,23,0.0020145,7,0,0
2,16,4,120,111.6846,0.003642594,0.00030235,10,8.64E-05,0.000345543,0.002836328,20.2653,75.4518,6.3096,27,0.0022172,6,0,0
2,22,10,700,87.273,0.002894468,0.000354877,1,0.000199619,0.000432507,0.00265049,34.6387,84.251,5.2971,26,0.0016413,8,0,6.65E-05
2,20,28,1000,121.9068,0.005743189,0.00052394,5,0.000322425,4.03E-05,0.003157075,74.7463,61.166,5.366,42,0.00053737,13,0.000141061,0.0001948
2,23,36,1500,96.6198,0.00147126,0.000371386,3,0,0.000285682,0.002613987,47.2967,82.3825,6.0383,22,0.00051423,5,0,0
2,19,6,600,144.5262,0.003714092,0.000385279,10,0.000107878,0.000385279,0.00342128,28.362,57.2432,6.8198,18,0.00094008,4,0,0
2,16,10,120,144.9648,0.002708248,0.00020517,5,8.21E-05,0.000102585,0.005354945,36.5692,48.3985,4.1992,23,0.00075913,5,0,0
2,21,12,200,127.9884,0.004387016,0.00043421,1,4.49E-05,0.000673774,0.003398814,41.2035,59.9824,5.9692,19,0.00085345,5,0,0
2,20,28,800,225.9846,0.02227959,0.00084606,10,4.34E-05,0.000195245,0.00236463,28.3704,60.844,8.6055,11,0.00062912,6,0,2.17E-05
2,20,48,2000,91.3914,0.000501791,0.000114332,4,1.27E-05,0.000228664,0.003899998,41.5269,52.7687,4.3355,40,0.00074316,8,0,2.54E-05
2,19,28,240,102.4092,0.002684652,0.000458355,5,0,0.00030557,0.00318666,35.0897,48.0822,5.2808,19,0.00091671,6,0,0.00010913
2,19,10,200,133.911,0.004849264,0.000350549,1,0,0.000736153,0.003482122,42.6263,56.7114,6.0738,28,0.0013321,7,8.18E-05,9.35E-05
2,27,20,720,135.273,0.002076949,0.000238338,9,5.11E-05,0.003030303,0.003660198,19.7576,55.1907,6.6256,30,0.0011236,7,0,0
2,21,10,730,91.311,0.001317034,0.000270161,8,0.000219506,0.000160408,0.002954883,35.4269,70.5714,5.4257,23,0.00071761,7,0,0
2,27,30,125,75.5628,0.001559652,0.000306673,4,3.50E-05,9.64E-05,0.0026812,41.6656,84.9542,5.219,22,0.0014808,5,0.000262863,0.00014019
2,31,8,730,67.8468,0.000864121,0.000141659,4,0,0.000254986,0.001657412,66.1034,75.2479,4.2735,20,0.00046748,6,0,0.00011333
2,25,16,100,161.4504,0.003441721,0.000378313,4,8.30E-05,0.001088802,0.004724293,31.6556,41.6562,5.4668,27,0.0011534,6,0,0
2,19,12,500,216.4782,0.017363184,0.000616915,3,5.97E-05,0.00038806,0.003940299,36.8101,54.6162,6.5126,24,0.0015025,9,0,9.95E-06
2,17,18,430,129.3624,0.001593489,6.88E-05,0,2.87E-05,0.001089075,0.004167144,38.9697,48.2036,5.5131,32,0.00054454,8,9.74E-05,0.00022355
2,27,6,200,143.4288,0.009291142,0.000504631,2,5.94E-05,2.97E-05,0.003057469,35.8824,54.7184,5.9515,15,0.0007421,4,0,0.00023747
2,21,8,200,96.9408,0.002165288,0.00042338,4,0.000169352,0.000157256,0.003120917,50.2412,73.1163,5.7132,21,0.0027096,9,0.000157256,0.00089515
2,17,24,800,170.9808,0.014421203,0.000736218,4,0,0.000844485,0.003031484,31.1685,64.4143,6.6893,31,0.0011368,10,0.000194881,0.00022736
2,19,10,500,113.9034,0.002536815,0.000525925,3,0.000402178,0.000216557,0.003526791,31.7876,54.8421,5.2982,15,0.0012684,5,0,0
2,20,14,500,79.8138,0.002038392,0.000407678,5,5.82E-05,3.49E-05,0.003389554,35.6138,65.4845,3.9072,19,0.000827,9,0.00011648,0.00013978
2,23,8,700,68.6388,0.000441021,8.82E-05,2,2.94E-05,0.000264613,0.002734329,84.6087,75.0968,4.6559,25,0.00061743,3,0,0
2,21,16,780,103.1706,0.001968406,0.000174416,5,2.49E-05,0.000597997,0.003251607,44.8,60.3831,5.433,16,0.00056062,5,0,0
2,25,6,250,91.7862,0.001533381,0.000334198,2,0,0.00031454,0.003165055,44.1,68.6957,5.1304,22,0.0014547,6,0,0.00013761
2,22,10,270,99.0072,0.001560103,0.000113304,8,9.59E-05,0.000278901,0.003041765,56.954,76.2178,5.7736,23,0.0012463,9,0.000130735,0.00022661
2,21,6,560,88.4742,0.002332409,0.000521938,3,6.52E-05,0.000228348,0.003433371,34.0286,63.772,4.342,29,0.00078291,9,0.000203882,0.00022835
2,19,2,10,55.9674,0.000820225,0.000314607,1,1.12E-05,4.49E-05,0.003,64.8271,83.0562,3.3296,15,0.0005618,7,0,0.00011236
2,17,24,800,133.29,0.001938714,0.000263515,1,0,0.000169402,0.003482156,35.7609,59.5676,6.4324,21,0.0024846,5,0,0
2,19,24,800,158.0754,0.004966318,0.000515535,4,0.000103107,0.000962332,0.00439923,19.4353,38.7031,5.6836,22,0.0018731,7,0,0
2,24,6,200,123.9822,0.002272101,0.000252456,7,0.00024098,0.000516387,0.003706509,28.4969,54.6997,5.9536,21,0.002318,8,0,0
2,19,16,500,176.0322,0.009675064,0.000404214,7,2.61E-05,0.000365097,0.003181557,30.1893,62.1803,7.668,22,0.0022558,6,0,0
2,21,4,550,99.7878,0.002537594,0.000434681,4,3.52E-05,0.000552162,0.003430451,38.3505,63.4247,4.8288,25,0.00064615,7,0.000246711,4.70E-05
2,26,10,1200,121.2348,0.002305679,0.000332259,5,5.03E-05,0.000151027,0.005879984,31.1218,44.1164,3.375,24,0.0010773,6,0.000110753,1.01E-05
2,22,14,900,212.442,0.009006329,0.000535383,6,3.57E-05,0.000118974,0.00516347,20.9238,30.9585,6.0138,25,0.0015705,7,0,0
2,24,6,300,101.7954,0.003141801,0.000537634,3,5.04E-05,0.000705645,0.003125,46.3784,63.4409,5.0645,18,0.00062164,6,0,8.40E-05
2,25,20,700,101.6796,0.001406194,0.000427198,5,0,0.0001246,0.003453186,26.7979,54.5979,5.3144,22,0.0010324,4,0,0.0005696
2,31,8,300,110.193,0.0025171,0.000341997,8,1.37E-05,0.000629275,0.002982216,38.0276,75.2477,6.1514,22,0.0022572,7,0.000259918,0.00028728
2,17,42,300,93.6078,0.00269748,0.000402609,7,6.04E-05,0,0.003724132,41.8261,59.2865,4.0757,15,0.00076496,5,0,0
2,22,10,350,130.2162,0.004410764,0.000648329,2,1.06E-05,0.000276337,0.003943117,34.7568,50.372,5.4582,26,0.00087152,8,0.000414506,0.00036136
2,28,4,950,150.258,0.008067335,0.000436859,7,0,0.000766931,0.003718158,29.0995,61.5875,5.6632,33,0.0011455,7,0,4.85E-05
2,19,6,80,108.3318,0.005102041,0.000514319,4,8.23E-05,0.000308591,0.00269503,39.8154,77.0076,5.5267,17,0.0013578,4,0,0
2,16,10,1000,114.6312,0.002563866,0.000276345,7,0,0.00036846,0.003438959,44.0359,63.3393,5.5848,23,0.0015967,6,0.00042987,0.00013817
2,16,30,5000,160.4754,0.00425386,0.000431735,2,0.000774584,0.000406339,0.004571313,36.2897,46.8889,5.4361,28,0.0019809,7,0,0
2,20,28,800,175.8858,0.007265614,0.000372596,6,0,0.001909552,0.004168413,29.6583,54.2793,6.0866,29,0.0011178,7,0,0
2,22,20,500,160.8168,0.003362203,0.000475285,5,0.000193635,0.001707506,0.003696662,29.3397,46.2667,7.0095,16,0.0018835,7,0.000387269,8.80E-05
2,20,16,250,74.2608,0.000794478,0.00033863,2,6.51E-05,0.000703308,0.0020969,48.65,88.9938,6.323,17,0.00036468,6,0.000130242,0.00010419
2,20,20,750,148.2606,0.005373484,0.000505427,1,1.33E-05,0.000492126,0.004415833,45.0514,52.9036,5.2651,20,0.0015429,6,0,0
2,20,6,200,78.7764,0.002456258,0.00034769,5,1.12E-05,3.36E-05,0.003723643,40.2659,68.5301,3.3946,19,0.00069538,8,0,0
2,21,10,800,150.7878,0.004307566,0.000420906,5,5.37E-05,0.000770168,0.004280699,24.4361,50.4686,5.6046,33,0.0015403,9,2.69E-05,0.00010747
2,24,16,350,113.1234,0.00352363,0.000386867,10,0,0.00048097,0.004391468,49.6038,56.1905,4.1905,34,0.00096194,8,7.32E-05,0.00011501
2,24,8,800,75.6648,0.002267681,0.000295271,5,8.27E-05,0.000177163,0.003307035,42.81,67.0714,3.7714,21,0.0007677,6,0,0.00020078
2,17,24,1000,97.5594,0.006132054,0.000347754,3,0.000104326,0,0.003083415,49.3887,70.8872,4.0075,23,0.0010201,7,0,5.80E-05
2,19,30,1000,88.7544,0.002193437,0.000276339,5,0,0.000310881,0.003782383,48.7339,53.9361,3.863,28,0.0013126,6,0,0
2,16,28,700,106.4712,0.004264181,0.000374631,5,1.10E-05,0.000583983,0.002908899,87.2548,68.3636,5.8182,20,0.0015426,7,0.000143241,0.00065009
2,20,20,1260,198.7848,0.008261323,0.000629641,5,5.43E-05,0.00092275,0.004179513,32.8333,47.5429,6.8312,41,0.0018238,6,0,0
2,21,16,60,66.8184,0.001236053,0.000150331,4,8.35E-05,0.00068484,0.002371885,61.9574,93.662,4.9437,23,0.0010189,7,0,0.00010022
2,23,8,750,98.661,0.003616151,0.000268628,4,0.000485597,2.07E-05,0.003750465,41.9558,61.8733,4.0331,19,0.00081622,8,0,0
2,24,12,500,149.3976,0.003150315,0.000593241,3,3.07E-05,0.000808035,0.004878897,24.3109,43.8574,5.0398,26,0.000941,7,9.21E-05,8.18E-05
2,20,16,500,158.0088,0.007648184,0.000548828,7,0,0.000230154,0.004001133,31.2889,52.6372,5.5929,20,0.0016642,6,0,0
2,18,12,900,101.6064,0.001487588,0.000161076,5,5.69E-05,0.000521129,0.00346788,40.8986,63.9126,4.8989,26,0.00043585,7,0,0
2,30,28,730,117.054,0.003044372,0.000275896,4,0.000190273,0.000114164,0.003015831,30.038,60.0883,6.4732,23,0.00087526,9,0,0
2,26,8,850,98.031,0.000994676,0.000196133,3,0,0.000574391,0.002535724,41.9333,65.9227,7.6685,18,0.0011908,5,0.000406276,0.001471
2,24,8,300,128.0394,0.006257475,0.000469845,7,7.47E-05,0.000427131,0.003449086,32.2981,62.2291,5.226,14,0.00086494,9,0,0.00030967
2,26,6,500,66.222,0.001220636,0.00040304,5,1.15E-05,0.000506679,0.002533395,45.4612,74.2364,4.4682,17,0.00094427,9,5.76E-05,6.91E-05
2,20,12,500,111.9798,0.002496026,0.000347705,8,8.69E-05,0.000161435,0.003874429,49.9678,59.3077,4.8974,24,0.0026823,5,0.000583648,0.0014902
